index,key,question,answer,vid_id,gif_name,description
7055,DGPR1-5376,"While putting the object they were throwing somewhere, which object were they holding last?",doorknob,DGPR1,DGPR1,none
7056,G5G8K-1153,Did the person hold both the last thing they went behind and the thing they put down before smiling at something?,yes,G5G8K,G5G8K,none
7057,4D5XD-1737,What did they dress?,shoe,4D5XD,4D5XD,none
7058,H3MG3-3045,"Before starting to stand up, was the first thing they went behind the last thing they went in front of?",no,H3MG3,H3MG3,none
7059,WM336-56549,Did the person interact with the object they were tidying before or after holding the object they were opening?,after,WM336,WM336,none
7060,3OQ81-8768,"Which were they on the side of last before putting something on a table, a bag or a table?",bag,3OQ81,3OQ81,none
7061,TRHB9-819,"Before starting to put on a shoe, did they interact with a doorknob?",no,TRHB9,TRHB9,none
7062,Z6HEA-23395,Was the person holding a blanket but not the object they were drinking from before starting to sit on the floor?,yes,Z6HEA,Z6HEA,none
7063,X9Q1A-6782,"Of all the things the person was behind between taking something from a box and putting a box somewhere, was the first some clothes?",no,X9Q1A,X9Q1A,none
7064,ZFZEN-102568,Were they on the side of a bed or some clothes while standing up?,bed,ZFZEN,ZFZEN,none
7065,RJDH2-40246,"Between going from standing to sitting and standing up, which did they go behind, a table or the last thing they held?",table,RJDH2,RJDH2,none
7066,G87XG-6807,What was the person on the side of after sitting in the thing they went above?,table,G87XG,G87XG,none
7067,P4MBS-15242,Did they snuggle with a blanket or hold some food for less time?,holding some food,P4MBS,P4MBS,none
7068,DGSBQ-6719,Which object were they tidying before taking food from somewhere?,table,DGSBQ,DGSBQ,none
7069,2TU40-27976,"While putting a blanket somewhere, were they in a doorway first?",no,2TU40,2TU40,none
7070,E7ESG-59219,Was the person leaning on the first thing they sat on after playing with the first thing they held?,yes,E7ESG,E7ESG,none
7071,FYJHS-3834,Was interacting with some food something they did before or after they opened a door?,before,FYJHS,FYJHS,none
7072,N67PL-14369,"While laughing at something, was the last thing they held the first thing they went on the side of?",no,N67PL,N67PL,none
7073,U928R-3743,Did they laugh at something or hold some food for less time?,laughing at something,U928R,U928R,none
7074,WETXR-566,What were they doing for the longest amount of time?,fixing a light,WETXR,WETXR,none
7075,GC1Q1-6516,"After putting the object they were above first somewhere, which object were they in front of?",chair,GC1Q1,GC1Q1,none
7076,RM1FR-6141,"After closing the first thing they held, what did they touch?",paper,RM1FR,RM1FR,none
7077,J647I-2135,Did they get covered by a blanket after running somewhere?,yes,J647I,J647I,none
7078,QPX3S-1493,Which object did the person go on the side of while making some food?,window,QPX3S,QPX3S,none
7079,4U52R-38908,What was the person taking while putting the object they were holding first somewhere?,blanket,4U52R,4U52R,none
7080,6AGSX-166,Which object did the person go behind?,dish,6AGSX,6AGSX,none
7081,SXDG5-9000,Was a chair or a table the thing they went on the side of?,chair,SXDG5,SXDG5,none
7082,3Q3YY-30395,"While putting the object they were closing last somewhere, what was the person tidying?",closet,3Q3YY,3Q3YY,none
7083,9K2TY-7458,Which object did the person go above while putting the object they were carrying somewhere?,bed,9K2TY,9K2TY,none
7084,X2LBW-30116,Did they close the object they were lying on after watching a book?,yes,X2LBW,X2LBW,none
7085,WQ57B-1825,Which object were they touching before tidying something on the thing they stood on?,pillow,WQ57B,WQ57B,none
7086,DG5TX-9470,"Compared to sitting in a chair, did they watch outside of a window for longer?",yes,DG5TX,DG5TX,none
7087,KJK56-16172,Were they behind a phone or a doorknob after sitting in the first thing they went in front of?,doorknob,KJK56,KJK56,none
7088,4L6GZ-34666,"After taking the object they were touching first from somewhere, which object were they standing on?",floor,4L6GZ,4L6GZ,none
7089,J12SC-35150,"While sitting on the object they were in front of, which object did the person go on the side of last?",box,J12SC,J12SC,none
7090,A4VK8-48674,"Which were they on the side of while taking a cup from somewhere, a bed or a phone?",phone,A4VK8,A4VK8,none
7091,GG1X2-11393,"Between taking shoes from somewhere and taking a cup from somewhere, what did they go in front of?",door,GG1X2,GG1X2,none
7092,GG1X2-11461,"Before holding a cup of something but after walking through a doorway, what did they undress?",shoe,GG1X2,GG1X2,none
7093,5T9CK-4319,"After holding a vacuum, were they putting down a dish first?",no,5T9CK,5T9CK,none
7094,5IVO1-17578,"Which did they take while sitting in the first thing they went in front of, a paper or some clothes?",paper,5IVO1,5IVO1,none
7095,ZJ54N-24772,Was interacting with the object they were opening something they did before or after they threw something on the floor?,before,ZJ54N,ZJ54N,none
7096,696GE-683,"Before smiling at something, which object were they taking?",pillow,696GE,696GE,none
7097,FLM1T-30417,"While holding the object they were eating, which object did the person open?",bag,FLM1T,FLM1T,none
7098,VA7IT-14697,"After snuggling with a blanket, what did they tidy?",closet,VA7IT,VA7IT,none
7099,X2LBW-288024,Did they lean on a chair before closing the thing they lay on?,yes,X2LBW,X2LBW,none
7100,X2LBW-259097,"Between putting a blanket somewhere and watching something in a mirror, what was the person on the side of?",paper,X2LBW,X2LBW,none
7101,A2Z46-17305,"While putting a book somewhere, which did they go in front of, a bed or the object they were holding last?",blanket,A2Z46,A2Z46,none
7102,OVH9Y-1143,Did they watch something before taking a vacuum from somewhere?,yes,OVH9Y,OVH9Y,none
7103,41SB2-3793,Was interacting with a light something they did before or after they tidied something on the floor?,before,41SB2,41SB2,none
7104,GBZAK-5356,Was the person working on anything before lying on the last thing they sat on?,yes,GBZAK,GBZAK,none
7105,ORPD5-13108,What did they go on the side of after putting a phone somewhere?,clothes,ORPD5,ORPD5,none
7106,NHD1J-71450,Which object did the person go on the side of after sitting in the last thing they went above?,clothes,NHD1J,NHD1J,none
7107,8ZO48-19368,"Which were they on the side of after standing up, a pillow or a laptop?",laptop,8ZO48,8ZO48,none
7108,LR4XI-6451,What did they grasp while playing with the thing they took?,dish,LR4XI,LR4XI,none
7109,8XC4G-36957,Was a paper or a bed the thing they went on the side of while putting the object they were wearing somewhere?,bed,8XC4G,8XC4G,none
7110,8Q0EY-744,Did they make some food or hold a blanket for a shorter amount of time?,holding a blanket,8Q0EY,8Q0EY,none
7111,W3LUB-10294,Which object were they in while playing with a phone?,blanket,W3LUB,W3LUB,none
7112,YNJ86-7321,What was the person smiling before putting a cup somewhere?,paper,YNJ86,YNJ86,none
7113,JDDD8-11075,Was the person standing on something before or after throwing the object they were holding somewhere?,after,JDDD8,JDDD8,none
7114,D7D89-1274,"After taking a cup from somewhere, which object were they putting down?",picture,D7D89,D7D89,none
7115,V4YCA-2995,Did they touch the first thing they held last?,yes,V4YCA,V4YCA,none
7116,FZIW9-3237,"While holding the thing they took, which object were they opening?",bag,FZIW9,FZIW9,none
7117,FZJTT-25844,"Of everything they went beneath while awakening in bed, was the first a blanket?",yes,FZJTT,FZJTT,none
7118,PT0D1-6539,"In the video, was a pillow or a bed the thing they went in front of?",pillow,PT0D1,PT0D1,none
7119,I9TIU-16712,"Which were they in front of while opening the first thing they went in front of, a doorknob or a doorway?",doorknob,I9TIU,I9TIU,none
7120,EWES1-30193,"After putting the first thing they went above somewhere, which was the person on the side of, a table or a blanket?",table,EWES1,EWES1,none
7121,E0AEN-18034,Was a table or the object they were in last the first thing they touched after putting something on a table?,table,E0AEN,E0AEN,none
7122,AH4UW-2139,What did they close while holding a laptop?,door,AH4UW,AH4UW,none
7123,SGAGB-25488,Which object were they snuggling before taking the object they were wearing from somewhere?,pillow,SGAGB,SGAGB,none
7124,W2DAK-3335,"Of everything they put down, was the first the last thing they held?",no,W2DAK,W2DAK,none
7125,D7M6N-15385,"In the video, what was the person putting down last?",food,D7M6N,D7M6N,none
7126,0A8ZT-8418,What was the person taking after consuming some medicine?,phone,0A8ZT,0A8ZT,none
7127,YXJBA-34954,Which object did the person go in before holding the thing they went above?,blanket,YXJBA,YXJBA,none
7128,MTA02-429,Did they close the object they were opening while tidying something on the floor?,yes,MTA02,MTA02,none
7129,ZP53M-21973,"While putting shoes somewhere, was the last thing they held the first thing they got covered by?",yes,ZP53M,ZP53M,none
7130,MNBEI-6630,"Before standing up but after closing a door, what was the person wearing?",shoe,MNBEI,MNBEI,none
7131,FQA3W-3871,"Which did they do for longer, grasping onto a doorknob or standing up?",grasping onto a doorknob,FQA3W,FQA3W,none
7132,2GQDN-18668,"After holding a box, what was the person taking?",food,2GQDN,2GQDN,none
7133,AIOTI-809,Is there a window the person interacts with after putting a book somewhere?,no,AIOTI,AIOTI,none
7134,U79C9-2325,"Before taking the object they were snuggling from somewhere, which object were they touching?",shoe,U79C9,U79C9,none
7135,2P6ZP-7309,"In the video, was a table or the last thing they put down the thing they went on the side of?",table,2P6ZP,2P6ZP,none
7136,FZJTT-11310,Did the person hold both a pillow and the thing they took?,no,FZJTT,FZJTT,none
7137,VOTA7-2774,"Before putting a phone somewhere but after taking a picture of something, what did they lean on?",chair,VOTA7,VOTA7,none
7138,9PXC0-11557,"While taking a phone from somewhere, what did they put down?",box,9PXC0,9PXC0,none
7139,2TU40-42775,"While tidying up the object they were in front of first, which object did the person go in?",clothes,2TU40,2TU40,none
7140,JTXUA-41265,"Before sitting in the last thing they went on the side of, which object were they opening last?",window,JTXUA,JTXUA,none
7141,10INO-28036,"Before starting to play with a phone, which object were they sitting on?",chair,10INO,10INO,none
7142,ZS9XR-42998,"Which did they go on the side of after holding some food, a bed or the last thing they went in front of?",table,ZS9XR,ZS9XR,none
7143,0H5VC-45997,"While holding a book, which object were they leaning on?",bed,0H5VC,0H5VC,none
7144,8DE6J-14,Is there a closet the person interacts with before starting to hold a box?,no,8DE6J,8DE6J,none
7145,HI81L-9765,Did they snuggle anything after holding the thing they went on the side of?,yes,HI81L,HI81L,none
7146,H4YTC-3118,"While holding the object they were on the side of first, what was the person standing on?",floor,H4YTC,H4YTC,none
7147,0NVG2-19604,Was the person taking a bag but not the first thing they went on the side of between taking off some shoes and holding some food?,yes,0NVG2,0NVG2,none
7148,IWF0U-21257,Was a table or a doorway the last thing they went on the side of while sitting at a table?,doorway,IWF0U,IWF0U,none
7149,VS5IY-87774,Did the person interact with the first thing they went in front of before or after holding the object they were dressing?,before,VS5IY,VS5IY,none
7150,IK4Q8-22912,Did they touch a table but not a bed while closing the object they were beneath?,no,IK4Q8,IK4Q8,none
7151,FZJTT-24212,"While putting on a shoe, was a blanket or the last thing they held the thing they touched?",blanket,FZJTT,FZJTT,none
7152,M8MP0-784,"Before taking some clothes from somewhere, what did they fix?",light,M8MP0,M8MP0,none
7153,7VMDP-8477,"While watching something in a mirror, of everything the person held, was the last a box?",no,7VMDP,7VMDP,none
7154,3C8OG-72024,Was a dish or some food the thing they took before putting something on a table?,dish,3C8OG,3C8OG,none
7155,7L18C-19075,What was the person above?,bed,7L18C,7L18C,none
7156,RBAO4-28954,Were they interacting with a doorway before or after they took food from somewhere?,before,RBAO4,RBAO4,none
7157,YAPN7-215063,Were they touching a bag or a table after going from standing to sitting?,bag,YAPN7,YAPN7,none
